X,cond_var
0.01,6.350371271794425
0.012496248124062,6.350071429560741
0.014992496248124,6.35035889529634
0.017488744372186,6.350263920098796
0.0199849924962481,6.35052603820007
0.0224812406203101,6.350504517120934
0.0249774887443721,6.350759672875498
0.0274737368684342,6.350623855899885
0.0299699849924962,6.3509999945891895
0.0324662331165582,6.351013126189988
0.0349624812406203,6.351200360733776
0.0374587293646823,6.351104460641607
0.0399549774887443,6.352004651010558
0.0424512256128064,6.351687119133309
0.0449474737368684,6.352222294126057
0.0474437218609304,6.352140163021812
0.0499399699849925,6.35253133067717
0.0524362181090545,6.352638724212111
0.0549324662331165,6.353070205926664
0.0574287143571785,6.3533246408417945
0.0599249624812406,6.353744201890483
0.0624212106053026,6.354022992772136
0.0649174587293646,6.354103051560842
0.0674137068534267,6.354587238271252
0.0699099549774887,6.354944032317012
0.0724062031015507,6.355242605823436
0.0749024512256128,6.355631624324397
0.0773986993496748,6.356040872540362
0.0798949474737368,6.356509060742859
0.0823911955977989,6.356995294204784
0.0848874437218609,6.357303964982431
0.0873836918459229,6.357764138441388
0.0898799399699849,6.358031614003491
0.092376188094047,6.358412251795894
0.094872436218109,6.358845337572656
0.097368684342171,6.359765845662079
0.0998649324662331,6.359935292622814
0.1023611805902951,6.36021509150969
0.1048574287143571,6.360552610163743
0.1073536768384192,6.361270386170647
0.1098499249624812,6.361994462302119
0.1123461730865432,6.362859443973604
0.1148424212106053,6.363200155787086
0.1173386693346673,6.363652015750808
0.1198349174587293,6.364257652742467
0.1223311655827913,6.365350261601063
0.1248274137068534,6.365539220903079
0.1273236618309154,6.366268487554754
0.1298199099549775,6.366488151713205
0.1323161580790395,6.367712059187501
0.1348124062031015,6.368134060073999
0.1373086543271636,6.368530607688811
0.1398049024512256,6.369433441872942
0.1423011505752876,6.370323032307212
0.1447973986993496,6.370796102511011
0.1472936468234117,6.371747076170665
0.1497898949474737,6.37230229337765
0.1522861430715357,6.373249052868681
0.1547823911955978,6.373600500272228
0.1572786393196598,6.375039452812249
0.1597748874437218,6.375101992216724
0.1622711355677839,6.375932737380369
0.1647673836918459,6.376714377087573
0.1672636318159079,6.377444840650992
0.16975987993997,6.378736239755116
0.172256128064032,6.379168524379084
0.174752376188094,6.380361724946514
0.1772486243121561,6.381502147043669
0.1797448724362181,6.3820111419020895
0.1822411205602801,6.382848885803415
0.1847373686843421,6.384098265282799
0.1872336168084042,6.384682048865996
0.1897298649324662,6.385473385924636
0.1922261130565282,6.386002171339558
0.1947223611805903,6.38742943087995
0.1972186093046523,6.388266008834864
0.1997148574287143,6.38936000847764
0.2022111055527763,6.3903589158113725
0.2047073536768384,6.391092995387165
0.2072036018009004,6.392512605973464
0.2096998499249625,6.393095086838156
0.2121960980490245,6.39417221744436
0.2146923461730865,6.39539272845873
0.2171885942971486,6.3968233302128725
0.2196848424212106,6.397411764139536
0.2221810905452726,6.398576550610415
0.2246773386693346,6.399762215407443
0.2271735867933967,6.401000289284964
0.2296698349174587,6.402017684596806
0.2321660830415207,6.402952631953513
0.2346623311655828,6.403857591906571
0.2371585792896448,6.405321630961455
0.2396548274137068,6.406587912785448
0.2421510755377688,6.407617060190103
0.2446473236618309,6.40893269310313
0.2471435717858929,6.409808202570677
